seqnames	start	end	width	strand	Protein.product	Protein.name	GenBank.Accn	RefSeq.Accn	CLR	alpha	CLR_window_size	highest_CLR	species
Supercontig_2.19	33633	33909	277	+	EEH02795.1	isovaleryl-CoA dehydrogenase	GG663381.1	na	2.504116	0.1133139	276	1.367314	histoplasmaG186ar
Supercontig_2.19	36120	36396	277	+	EEH02796.1	3-methylcrotonyl-CoA carboxylase biotin-containing subunit	GG663381.1	na	2.133532	0.2178042	276	1.367314	histoplasmaG186ar
Supercontig_2.19	37225	37501	277	+	EEH02796.1	3-methylcrotonyl-CoA carboxylase biotin-containing subunit	GG663381.1	na	3.430173	0.4184598	276	1.367314	histoplasmaG186ar
Supercontig_2.19	38054	38330	277	+	EEH02796.1	3-methylcrotonyl-CoA carboxylase biotin-containing subunit	GG663381.1	na	1.863376	0.09867972	276	1.367314	histoplasmaG186ar
Supercontig_2.19	42476	42753	278	+	EEH02797.1	D-arabinitol dehydrogenase	GG663381.1	na	2.415767	0.300395	277	1.367314	histoplasmaG186ar
Supercontig_2.19	88346	88623	278	-	EEH02812.1	endo-beta-1,3-glucanase	GG663381.1	na	2.795565	0.3705	277	1.367314	histoplasmaG186ar
Supercontig_2.19	105478	105755	278	+	EEH02818.1	hypothetical protein HCBG_08928	GG663381.1	na	1.469654	0.1164404	277	1.367314	histoplasmaG186ar
Supercontig_2.19	128689	128965	277	-	EEH02825.1	palmitoyltransferase pfa5	GG663381.1	na	4.583227	0.2184691	276	1.367314	histoplasmaG186ar
Supercontig_2.19	179794	179809	16	+	EEH02843.1	alpha 1,6 mannosyltransferase	GG663381.1	na	5.175637	0.287862	276	1.367314	histoplasmaG186ar
Supercontig_2.19	201363	201640	278	-	EEH02848.1	beta-galactosidase/beta-glucuronidase	GG663381.1	na	1.750259	0.4569656	277	1.367314	histoplasmaG186ar
Supercontig_2.20	26189	26302	114	-	EEH02699.1	glutathione-dependent formaldehyde-activating GFA	GG663382.1	na	123.6322	0.000696189	260	7.45572540000001	histoplasmaG186ar
Supercontig_2.20	26302	26562	261	-	EEH02699.1	glutathione-dependent formaldehyde-activating GFA	GG663382.1	na	124.686	0.0006653585	260	7.45572540000001	histoplasmaG186ar
Supercontig_2.20	26563	26679	117	-	EEH02699.1	glutathione-dependent formaldehyde-activating GFA	GG663382.1	na	115.2105	0.0006570205	261	7.45572540000001	histoplasmaG186ar
