seqnames	start	end	width	strand	Protein.product	Protein.name	GenBank.Accn	RefSeq.Accn	CLR	alpha	CLR_window_size	highest_CLR	species
Supercontig_3.6	1248645	1250067	1423	+	XP_012049928.1	mannosyl-oligosaccharide alpha-1,2-mannosidase	CP003825.1	NC_026750.1	1.927455	0.01978926	1422	1.6664486	Neoformans
Supercontig_3.6	1261450	1262465	1016	+	XP_012049860.1	elongator complex protein 5	CP003825.1	NC_026750.1	2.664162	0.227257	1422	1.6664486	Neoformans
Supercontig_3.6	1262657	1262872	216	+	XP_012049924.1	leukotriene A-4 hydrolase/aminopeptidase	CP003825.1	NC_026750.1	2.664162	0.227257	1422	1.6664486	Neoformans
Supercontig_3.6	1297019	1297060	42	+	XP_012049866.1	TATA-box-binding protein-associated factor	CP003825.1	NC_026750.1	1.903182	0.03447336	1422	1.6664486	Neoformans
Supercontig_3.6	1305556	1305630	75	-	XP_012049915.1	glycoside hydrolase family 2	CP003825.1	NC_026750.1	2.7356	0.04986278	1423	1.6664486	Neoformans
Supercontig_3.6	1306287	1306979	693	+	XP_012049914.1	hypothetical protein CNAG_02061	CP003825.1	NC_026750.1	2.7356	0.04986278	1423	1.6664486	Neoformans
Supercontig_3.6	1325475	1325679	205	-	XP_012049903.1	dimeric dihydrodiol dehydrogenase	CP003825.1	NC_026750.1	1.794703	0.2037159	1423	1.6664486	Neoformans
Supercontig_3.6	1326116	1326898	783	-	XP_012049902.1	kinesin family member 20/23	CP003825.1	NC_026750.1	1.794703	0.2037159	1423	1.6664486	Neoformans
Supercontig_3.6	1343971	1345394	1424	-	XP_012049897.1	acetoacetate-CoA ligase	CP003825.1	NC_026750.1	1.754486	0.1002534	1423	1.6664486	Neoformans
Supercontig_3.6	1345394	1346270	877	-	XP_012049897.1	acetoacetate-CoA ligase	CP003825.1	NC_026750.1	3.883572	0.006657918	1423	1.6664486	Neoformans
Supercontig_3.6	1348248	1349048	801	-	XP_012049869.1	hypothetical protein CNAG_02043	CP003825.1	NC_026750.1	2.171954	0.06087239	1423	1.6664486	Neoformans
Supercontig_3.6	1356776	1357097	322	+	XP_012049894.1	hypothetical protein CNAG_02041	CP003825.1	NC_026750.1	1.806983	0.008478039	1423	1.6664486	Neoformans
Supercontig_3.6	1357885	1358199	315	+	XP_012049893.1	hypothetical protein CNAG_02040	CP003825.1	NC_026750.1	1.806983	0.008478039	1423	1.6664486	Neoformans
Supercontig_3.6	1379540	1380210	671	+	XP_012049886.1	hypothetical protein CNAG_02031	CP003825.1	NC_026750.1	2.738669	0.06974332	1423	1.6664486	Neoformans
Supercontig_3.6	1393560	1393768	209	-	XP_012049884.1	hypothetical protein CNAG_02027	CP003825.1	NC_026750.1	3.499274	0.01285039	1423	1.6664486	Neoformans
Supercontig_3.6	1396613	1397159	547	-	XP_012049884.1	hypothetical protein CNAG_02027	CP003825.1	NC_026750.1	1.813369	0.01128402	1423	1.6664486	Neoformans
Supercontig_3.6	1419377	1419485	109	+	XP_012050258.1	hypothetical protein CNAG_07652	CP003825.1	NC_026750.1	5.135393	0.003803452	1422	1.6664486	Neoformans
Supercontig_3.6	1420795	1420799	5	+	XP_012050259.1	hypothetical protein CNAG_07653	CP003825.1	NC_026750.1	5.135393	0.003803452	1422	1.6664486	Neoformans
Supercontig_3.7	1725	2455	731	-	XP_012050790.1	hypothetical protein CNAG_07655	CP003826.1	NC_026751.1	12.4897	0.0003698616	1400	2.076895	Neoformans
Supercontig_3.7	3069	3125	57	-	XP_012050661.1	hypothetical protein CNAG_06522, partial	CP003826.1	NC_026751.1	12.4897	0.0003698616	1400	2.076895	Neoformans
Supercontig_3.7	7512	8725	1214	+	XP_012050663.1	hypothetical protein CNAG_06524	CP003826.1	NC_026751.1	20.60067	0.001049061	1400	2.076895	Neoformans
Supercontig_3.7	8725	10013	1289	+	XP_012050663.1	hypothetical protein CNAG_06524	CP003826.1	NC_026751.1	4.057685	0.003479285	1400	2.076895	Neoformans
Supercontig_3.7	12826	12925	100	+	XP_012050266.1	hypothetical protein CNAG_06526	CP003826.1	NC_026751.1	2.708559	0.5647231	1400	2.076895	Neoformans
Supercontig_3.7	17125	18286	1162	-	XP_012050667.1	MFS transporter, SP family, general alpha glucoside:H symporter, variant 1	CP003826.1	NC_026751.1	2.220497	0.01364229	1400	2.076895	Neoformans
Supercontig_3.7	17125	18286	1162	-	XP_012050668.1	MFS transporter, SP family, general alpha glucoside:H symporter, variant 2	CP003826.1	NC_026751.1	2.220497	0.01364229	1400	2.076895	Neoformans
Supercontig_3.7	32525	33104	580	-	XP_012050672.1	hypothetical protein CNAG_06532	CP003826.1	NC_026751.1	2.352426	0.01288555	1400	2.076895	Neoformans
Supercontig_3.7	33308	33925	618	+	XP_012050268.1	ATP-dependent permease	CP003826.1	NC_026751.1	2.352426	0.01288555	1400	2.076895	Neoformans
Supercontig_3.7	157125	158041	917	-	XP_012050793.1	pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit	CP003826.1	NC_026751.1	3.834163	0.02034529	1400	2.076895	Neoformans
Supercontig_3.7	185124	186524	1401	+	XP_012050281.1	hypothetical protein CNAG_07661	CP003826.1	NC_026751.1	3.672025	0.0274822	1400	2.076895	Neoformans
Supercontig_3.7	264649	264924	276	+	XP_012050730.1	hypothetical protein CNAG_06608	CP003826.1	NC_026751.1	7.424278	0.02021395	1400	2.076895	Neoformans
Supercontig_3.7	276124	277266	1143	-	XP_012050290.1	DNA-directed RNA polymerase I subunit RPA2	CP003826.1	NC_026751.1	3.932629	0.03069691	1400	2.076895	Neoformans
Supercontig_3.7	278844	278924	81	-	XP_012050733.1	hypothetical protein CNAG_06612	CP003826.1	NC_026751.1	5.056039	0.03259224	1400	2.076895	Neoformans
Supercontig_3.7	278924	279733	810	-	XP_012050733.1	hypothetical protein CNAG_06612	CP003826.1	NC_026751.1	10.46995	0.002950036	1400	2.076895	Neoformans
Supercontig_3.7	283241	284524	1284	+	XP_012050735.1	glycerophosphodiesterase	CP003826.1	NC_026751.1	2.522819	0.02166296	1400	2.076895	Neoformans
Supercontig_3.7	284524	284990	467	+	XP_012050735.1	glycerophosphodiesterase	CP003826.1	NC_026751.1	8.946268	0.005264568	1400	2.076895	Neoformans
Supercontig_3.7	302724	303576	853	-	XP_012050737.1	biotin synthase	CP003826.1	NC_026751.1	2.164216	0.01982835	1400	2.076895	Neoformans
Supercontig_3.7	303802	304124	323	+	XP_012050294.1	hypothetical protein CNAG_06622	CP003826.1	NC_026751.1	2.164216	0.01982835	1400	2.076895	Neoformans
Supercontig_3.7	309724	310478	755	+	XP_012050295.1	hypothetical protein CNAG_06624	CP003826.1	NC_026751.1	4.652571	0.003179901	1400	2.076895	Neoformans
Supercontig_3.7	310622	311124	503	-	XP_012050296.1	UBX domain-containing protein 1	CP003826.1	NC_026751.1	4.652571	0.003179901	1400	2.076895	Neoformans
Supercontig_3.7	311124	312218	1095	-	XP_012050296.1	UBX domain-containing protein 1	CP003826.1	NC_026751.1	2.217623	0.008463449	1400	2.076895	Neoformans
Supercontig_3.7	312436	312524	89	+	XP_012050740.1	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43	CP003826.1	NC_026751.1	2.217623	0.008463449	1400	2.076895	Neoformans
Supercontig_3.7	336324	337724	1401	-	XP_012050746.1	DNA polymerase epsilon subunit B	CP003826.1	NC_026751.1	5.451168	0.00514445	1400	2.076895	Neoformans
Supercontig_3.7	350324	350754	431	-	XP_012050747.1	malate dehydrogenase (oxaloacetate-decarboxylating)	CP003826.1	NC_026751.1	3.125971	0.07410554	1400	2.076895	Neoformans
Supercontig_3.7	351428	351724	297	-	XP_012050748.1	E3 ubiquitin-protein ligase MARCH6	CP003826.1	NC_026751.1	3.125971	0.07410554	1400	2.076895	Neoformans
Supercontig_3.7	371324	371816	493	+	XP_012050302.1	ribonuclease III	CP003826.1	NC_026751.1	2.341592	0.05602185	1400	2.076895	Neoformans
Supercontig_3.7	372447	372724	278	-	XP_012050752.1	C-22 sterol desaturase	CP003826.1	NC_026751.1	2.341592	0.05602185	1400	2.076895	Neoformans
Supercontig_3.7	386801	387709	909	-	XP_012050756.1	hypothetical protein CNAG_06650	CP003826.1	NC_026751.1	7.740951	0.001297155	1400	2.076895	Neoformans
Supercontig_3.7	393674	393724	51	+	XP_012050305.1	hypothetical protein CNAG_06653	CP003826.1	NC_026751.1	7.839958	0.001349747	1400	2.076895	Neoformans
Supercontig_3.7	393724	394439	716	+	XP_012050305.1	hypothetical protein CNAG_06653	CP003826.1	NC_026751.1	9.375325	0.003342391	1400	2.076895	Neoformans
Supercontig_3.7	394832	395124	293	+	XP_012050306.1	hypothetical protein CNAG_06654	CP003826.1	NC_026751.1	9.375325	0.003342391	1400	2.076895	Neoformans
Supercontig_3.7	400724	402124	1401	+	XP_012050309.1	rhomboid family membrane protein	CP003826.1	NC_026751.1	2.683044	0.2632937	1400	2.076895	Neoformans
Supercontig_3.7	402124	402773	650	+	XP_012050309.1	rhomboid family membrane protein	CP003826.1	NC_026751.1	2.100915	0.09440785	1400	2.076895	Neoformans
Supercontig_3.7	403389	403524	136	-	XP_012050762.1	hexosaminidase	CP003826.1	NC_026751.1	2.100915	0.09440785	1400	2.076895	Neoformans
Supercontig_3.7	403524	404924	1401	-	XP_012050762.1	hexosaminidase	CP003826.1	NC_026751.1	3.192872	0.005138485	1400	2.076895	Neoformans
Supercontig_3.7	406324	407724	1401	-	XP_012050310.1	hypothetical protein CNAG_06660	CP003826.1	NC_026751.1	2.482005	224.0874	1400	2.076895	Neoformans
Supercontig_3.7	410524	411924	1401	+	XP_012050763.1	hypothetical protein CNAG_06661	CP003826.1	NC_026751.1	2.284117	0.07462672	1400	2.076895	Neoformans
Supercontig_3.7	465124	466524	1401	+	XP_012050319.1	hypothetical protein CNAG_06681	CP003826.1	NC_026751.1	3.497603	0.006189416	1400	2.076895	Neoformans
Supercontig_3.7	477724	479124	1401	-	XP_012050775.1	hypothetical protein CNAG_06683	CP003826.1	NC_026751.1	3.055037	0.04531257	1400	2.076895	Neoformans
Supercontig_3.7	483324	484724	1401	-	XP_012050322.1	U2-associated protein SR140	CP003826.1	NC_026751.1	4.760336	0.002542142	1400	2.076895	Neoformans
Supercontig_3.7	568362	568723	362	+	XP_012050443.1	hypothetical protein CNAG_05670	CP003826.1	NC_026751.1	2.827064	0.009453218	1400	2.076895	Neoformans
Supercontig_3.7	571125	571523	399	-	XP_012050444.1	oxidation resistance protein 1	CP003826.1	NC_026751.1	2.89675	0.01022075	1400	2.076895	Neoformans
Supercontig_3.7	665323	665416	94	-	XP_012050466.1	hypothetical protein CNAG_05706	CP003826.1	NC_026751.1	2.979836	0.07753057	1400	2.076895	Neoformans
Supercontig_3.7	670923	671662	740	+	XP_012050797.1	sorting nexin-3	CP003826.1	NC_026751.1	3.292769	0.01273812	1400	2.076895	Neoformans
Supercontig_3.7	671776	672323	548	-	XP_012050467.1	hypothetical protein CNAG_05711	CP003826.1	NC_026751.1	3.292769	0.01273812	1400	2.076895	Neoformans
Supercontig_3.7	672323	672634	312	-	XP_012050467.1	hypothetical protein CNAG_05711	CP003826.1	NC_026751.1	6.377576	0.01002801	1400	2.076895	Neoformans
Supercontig_3.7	672933	673705	773	-	XP_012050468.1	6,7-dimethyl-8-ribityllumazine synthase	CP003826.1	NC_026751.1	6.377576	0.01002801	1400	2.076895	Neoformans
Supercontig_3.7	689567	690523	957	-	XP_012050349.1	hypothetical protein CNAG_05719	CP003826.1	NC_026751.1	3.058695	0.02292283	1400	2.076895	Neoformans
Supercontig_3.7	690523	691496	974	-	XP_012050349.1	hypothetical protein CNAG_05719	CP003826.1	NC_026751.1	2.888054	0.06987933	1400	2.076895	Neoformans
Supercontig_3.7	691705	691923	219	+	XP_012050471.1	GTPase inhibitor	CP003826.1	NC_026751.1	2.888054	0.06987933	1400	2.076895	Neoformans
Supercontig_3.7	691923	692726	804	+	XP_012050471.1	GTPase inhibitor	CP003826.1	NC_026751.1	3.446772	0.003875022	1400	2.076895	Neoformans
Supercontig_3.7	733248	733923	676	-	XP_012050351.1	oligopeptide transporter 8	CP003826.1	NC_026751.1	3.252413	0.04361819	1400	2.076895	Neoformans
Supercontig_3.7	773123	774033	911	-	XP_012050360.1	kinesin family member C1	CP003826.1	NC_026751.1	2.809305	0.03093595	1400	2.076895	Neoformans
Supercontig_3.7	774279	774523	245	+	XP_012050501.1	N-acetyl-gamma-glutamyl-phosphate reductase	CP003826.1	NC_026751.1	2.809305	0.03093595	1400	2.076895	Neoformans
Supercontig_3.7	774279	774523	245	+	XP_012050502.1	N-acetyl-gamma-glutamyl-phosphate reductase, variant	CP003826.1	NC_026751.1	2.809305	0.03093595	1400	2.076895	Neoformans
Supercontig_3.7	781857	782923	1067	-	XP_012050503.1	protein MAK16	CP003826.1	NC_026751.1	2.603405	0.09093827	1400	2.076895	Neoformans
Supercontig_3.7	802523	802836	314	+	XP_012050508.1	cyclin-dependent kinase regulatory subunit CKS1	CP003826.1	NC_026751.1	3.252851	0.01836933	1400	2.076895	Neoformans
Supercontig_3.7	803485	803923	439	-	XP_012050509.1	large subunit acidic ribosomal protein P2	CP003826.1	NC_026751.1	3.252851	0.01836933	1400	2.076895	Neoformans
Supercontig_3.7	838923	838929	7	-	XP_012050517.1	F-box and WD-40 domain-containing protein MET30	CP003826.1	NC_026751.1	2.117111	0.01713295	1400	2.076895	Neoformans
Supercontig_3.7	843123	844293	1171	-	XP_012050369.1	phosphatidylinositol glycan, class S	CP003826.1	NC_026751.1	3.904238	0.01808307	1400	2.076895	Neoformans
Supercontig_3.7	852923	853167	245	+	XP_012050523.1	dynein light chain LC8-type	CP003826.1	NC_026751.1	2.501805	0.02836549	1400	2.076895	Neoformans
Supercontig_3.7	853573	854323	751	-	XP_012050524.1	mortality factor 4-like protein 1	CP003826.1	NC_026751.1	2.501805	0.02836549	1400	2.076895	Neoformans
Supercontig_3.7	876722	877729	1008	-	XP_012050531.1	hypothetical protein CNAG_05789	CP003826.1	NC_026751.1	3.029886	0.08704791	1400	2.076895	Neoformans
Supercontig_3.7	903322	904722	1401	-	XP_012050536.1	5\'-3\' exoribonuclease 2	CP003826.1	NC_026751.1	2.908868	0.2406324	1400	2.076895	Neoformans
Supercontig_3.7	914532	915818	1287	+	XP_012050541.1	D-aspartate oxidase	CP003826.1	NC_026751.1	3.012255	0.05478253	1400	2.076895	Neoformans
Supercontig_3.7	1030722	1031043	322	+	XP_012050575.1	thioredoxin reductase	CP003826.1	NC_026751.1	3.885169	0.007764351	1400	2.076895	Neoformans
Supercontig_3.7	1031175	1032122	948	-	XP_012050576.1	splicing factor U2AF 65 kDa subunit	CP003826.1	NC_026751.1	3.885169	0.007764351	1400	2.076895	Neoformans
Supercontig_3.7	1055922	1055924	3	-	XP_012050397.1	hypothetical protein CNAG_05859	CP003826.1	NC_026751.1	3.747482	0.03270485	1400	2.076895	Neoformans
Supercontig_3.7	1056339	1057322	984	+	XP_012050398.1	sterol O-acyltransferase	CP003826.1	NC_026751.1	3.747482	0.03270485	1400	2.076895	Neoformans
Supercontig_3.7	1056339	1057322	984	+	XP_012050582.1	sterol O-acyltransferase, variant	CP003826.1	NC_026751.1	3.747482	0.03270485	1400	2.076895	Neoformans
Supercontig_3.7	1065265	1065722	458	-	XP_012050584.1	DNA excision repair protein ERCC-1	CP003826.1	NC_026751.1	2.326487	0.08566881	1400	2.076895	Neoformans
Supercontig_3.7	1065722	1066664	943	-	XP_012050584.1	DNA excision repair protein ERCC-1	CP003826.1	NC_026751.1	3.751554	0.0533685	1400	2.076895	Neoformans
Supercontig_3.7	1065265	1065722	458	-	XP_012050585.1	DNA excision repair protein ERCC-1, variant	CP003826.1	NC_026751.1	2.326487	0.08566881	1400	2.076895	Neoformans
Supercontig_3.7	1065722	1066664	943	-	XP_012050585.1	DNA excision repair protein ERCC-1, variant	CP003826.1	NC_026751.1	3.751554	0.0533685	1400	2.076895	Neoformans
Supercontig_3.7	1066974	1067122	149	+	XP_012050586.1	hypothetical protein CNAG_05863	CP003826.1	NC_026751.1	3.751554	0.0533685	1400	2.076895	Neoformans
Supercontig_3.7	1074122	1074938	817	-	XP_012050588.1	20S proteasome subunit beta 6	CP003826.1	NC_026751.1	2.199705	0.004138872	1400	2.076895	Neoformans
Supercontig_3.7	1080074	1081122	1049	+	XP_012050400.1	L-fucose transporter	CP003826.1	NC_026751.1	4.242401	0.02454474	1400	2.076895	Neoformans
Supercontig_3.7	1097922	1099068	1147	-	XP_012050601.1	CDK-activating kinase assembly factor MAT1	CP003826.1	NC_026751.1	2.871453	0.0428344	1400	2.076895	Neoformans
Supercontig_3.7	1099382	1100722	1341	+	XP_012050602.1	hypothetical protein CNAG_05878	CP003826.1	NC_026751.1	3.16908	0.1631448	1400	2.076895	Neoformans
Supercontig_3.7	1100722	1100837	116	+	XP_012050602.1	hypothetical protein CNAG_05878	CP003826.1	NC_026751.1	6.259399	0.1037008	1400	2.076895	Neoformans
Supercontig_3.7	1101513	1101836	324	+	XP_012050603.1	hypothetical protein CNAG_05879	CP003826.1	NC_026751.1	6.259399	0.1037008	1400	2.076895	Neoformans
Supercontig_3.7	1101991	1102122	132	-	XP_012050604.1	hypothetical protein CNAG_05880	CP003826.1	NC_026751.1	6.259399	0.1037008	1400	2.076895	Neoformans
Supercontig_3.7	1114722	1115499	778	-	XP_012050404.1	importin beta-4 subunit	CP003826.1	NC_026751.1	2.642896	0.0345749	1400	2.076895	Neoformans
Supercontig_3.7	1116116	1116122	7	-	XP_012050607.1	hypothetical protein CNAG_05885	CP003826.1	NC_026751.1	2.642896	0.0345749	1400	2.076895	Neoformans
Supercontig_3.7	1125987	1126316	330	-	XP_012050406.1	guanine nucleotide-binding protein subunit gamma	CP003826.1	NC_026751.1	2.584063	0.04104383	1400	2.076895	Neoformans
Supercontig_3.7	1127189	1127322	134	-	XP_012050407.1	TDG/mug DNA glycosylase	CP003826.1	NC_026751.1	2.584063	0.04104383	1400	2.076895	Neoformans
Supercontig_3.7	1200590	1201522	933	-	XP_012050625.1	alpha-glucosidase	CP003826.1	NC_026751.1	5.438821	0.01816998	1400	2.076895	Neoformans
Supercontig_3.7	1221121	1222184	1064	-	XP_012050630.1	2-acylglycerol O-acyltransferase 2	CP003826.1	NC_026751.1	4.435783	0.02258894	1400	2.076895	Neoformans
Supercontig_3.7	1253654	1254721	1068	+	XP_012050425.1	hypothetical protein CNAG_05934	CP003826.1	NC_026751.1	3.174612	0.23032	1400	2.076895	Neoformans
Supercontig_3.7	1256121	1256446	326	+	XP_012050636.1	UMP-CMP kinase	CP003826.1	NC_026751.1	4.619257	0.01179466	1400	2.076895	Neoformans
Supercontig_3.7	1256635	1257521	887	-	XP_012050426.1	DNA-directed RNA polymerase III subunit RPC1	CP003826.1	NC_026751.1	4.619257	0.01179466	1400	2.076895	Neoformans
Supercontig_3.7	1284516	1285521	1006	-	XP_012050429.1	UMF1 family MFS transporter	CP003826.1	NC_026751.1	7.787335	0.01529593	1400	2.076895	Neoformans
Supercontig_3.7	1285521	1286566	1046	-	XP_012050429.1	UMF1 family MFS transporter	CP003826.1	NC_026751.1	3.799096	0.03660539	1400	2.076895	Neoformans
Supercontig_3.7	1296721	1297424	704	-	XP_012050805.1	hypothetical protein CNAG_07688	CP003826.1	NC_026751.1	2.242375	0.0507959	1400	2.076895	Neoformans
Supercontig_3.7	1298002	1298121	120	-	XP_012050806.1	pre-mRNA-splicing factor CWC22	CP003826.1	NC_026751.1	2.242375	0.0507959	1400	2.076895	Neoformans
Supercontig_3.7	1304950	1305121	172	-	XP_012050432.1	hypothetical protein CNAG_07691	CP003826.1	NC_026751.1	4.58448	0.01445854	1400	2.076895	Neoformans
Supercontig_3.7	1305121	1305487	367	-	XP_012050432.1	hypothetical protein CNAG_07691	CP003826.1	NC_026751.1	5.345732	0.02501186	1400	2.076895	Neoformans
Supercontig_3.7	1349921	1351321	1401	+	XP_012050646.1	hypothetical protein CNAG_05965	CP003826.1	NC_026751.1	3.582674	0.02137831	1400	2.076895	Neoformans
Supercontig_3.7	1352721	1352758	38	-	XP_012050647.1	hypothetical protein CNAG_05966	CP003826.1	NC_026751.1	2.918309	0.06960588	1400	2.076895	Neoformans
Supercontig_3.7	1353539	1354121	583	-	XP_012050648.1	hypothetical protein CNAG_05967	CP003826.1	NC_026751.1	2.918309	0.06960588	1400	2.076895	Neoformans
Supercontig_3.7	1356921	1357066	146	-	XP_012050438.1	O-sialoglycoprotein endopeptidase	CP003826.1	NC_026751.1	2.128831	0.023712	1400	2.076895	Neoformans
Supercontig_3.7	1365321	1366721	1401	+	XP_012050652.1	serine carboxypeptidase	CP003826.1	NC_026751.1	3.025856	0.008591304	1400	2.076895	Neoformans
Supercontig_3.8	3855	4420	566	-	XP_012050824.1	hypothetical protein CNAG_06944	CP003827.1	NC_026752.1	3.865621	0.001025735	1399	2.0595972	Neoformans
Supercontig_3.8	4421	5821	1401	-	XP_012050824.1	hypothetical protein CNAG_06944	CP003827.1	NC_026752.1	3.131125	0.00552768	1400	2.0595972	Neoformans
Supercontig_3.8	5820	6312	493	-	XP_012050824.1	hypothetical protein CNAG_06944	CP003827.1	NC_026752.1	2.230335	0.001423193	1399	2.0595972	Neoformans
Supercontig_3.8	34189	35204	1016	+	XP_012051362.1	hypothetical protein CNAG_07708	CP003827.1	NC_026752.1	5.48819	0.0007609753	1399	2.0595972	Neoformans
Supercontig_3.8	35204	36211	1008	+	XP_012051362.1	hypothetical protein CNAG_07708	CP003827.1	NC_026752.1	8.946738	0.001187976	1399	2.0595972	Neoformans
Supercontig_3.8	36388	36603	216	-	XP_012051363.1	hypothetical protein CNAG_07709	CP003827.1	NC_026752.1	8.946738	0.001187976	1399	2.0595972	Neoformans
Supercontig_3.8	36603	37054	452	-	XP_012051363.1	hypothetical protein CNAG_07709	CP003827.1	NC_026752.1	11.84632	0.002889826	1399	2.0595972	Neoformans
Supercontig_3.8	37464	38002	539	-	XP_012050830.1	hypothetical protein CNAG_03095	CP003827.1	NC_026752.1	11.84632	0.002889826	1399	2.0595972	Neoformans
Supercontig_3.8	47797	49057	1261	-	XP_012051025.1	chitin synthase 1	CP003827.1	NC_026752.1	4.063639	0.003794485	1399	2.0595972	Neoformans
Supercontig_3.8	57592	58433	842	-	XP_012050832.1	hypothetical protein CNAG_03102	CP003827.1	NC_026752.1	3.33562	0.03251577	1399	2.0595972	Neoformans
Supercontig_3.8	58978	58991	14	+	XP_012050833.1	Cullin 3	CP003827.1	NC_026752.1	3.33562	0.03251577	1399	2.0595972	Neoformans
Supercontig_3.8	86976	87498	523	+	XP_012050836.1	hypothetical protein CNAG_03115	CP003827.1	NC_026752.1	2.974258	0.01441036	1399	2.0595972	Neoformans
Supercontig_3.8	87540	88112	573	-	XP_012051365.1	hypothetical protein CNAG_07711	CP003827.1	NC_026752.1	2.974258	0.01441036	1399	2.0595972	Neoformans
Supercontig_3.8	100968	102289	1322	-	XP_012051035.1	hypothetical protein CNAG_03117	CP003827.1	NC_026752.1	2.124346	0.1613929	1399	2.0595972	Neoformans
Supercontig_3.8	168132	168469	338	+	XP_012050847.1	phosphatidylethanolamine N-methyltransferase	CP003827.1	NC_026752.1	2.541994	0.02779398	1399	2.0595972	Neoformans
Supercontig_3.8	194368	194717	350	+	XP_012051053.1	COP9 signalosome complex subunit 4	CP003827.1	NC_026752.1	3.566984	0.01671638	1399	2.0595972	Neoformans
Supercontig_3.8	224638	225500	863	+	XP_012050858.1	hypothetical protein CNAG_03163	CP003827.1	NC_026752.1	2.320328	0.1840856	1399	2.0595972	Neoformans
Supercontig_3.8	226900	227251	352	+	XP_012050858.1	hypothetical protein CNAG_03163	CP003827.1	NC_026752.1	10.59039	0.006681111	1399	2.0595972	Neoformans
Supercontig_3.8	227853	228299	447	+	XP_012051068.1	hypothetical protein CNAG_03164	CP003827.1	NC_026752.1	10.59039	0.006681111	1399	2.0595972	Neoformans
Supercontig_3.8	271013	271675	663	+	XP_012051368.1	hypothetical protein CNAG_07715	CP003827.1	NC_026752.1	2.840631	0.01969965	1399	2.0595972	Neoformans
Supercontig_3.8	296862	297624	763	-	XP_012050867.1	DIL and ankyrin domain-containing protein	CP003827.1	NC_026752.1	2.891519	0.4366357	1399	2.0595972	Neoformans
Supercontig_3.8	313653	314775	1123	-	XP_012050871.1	hypothetical protein CNAG_03195	CP003827.1	NC_026752.1	3.026893	90.29642	1399	2.0595972	Neoformans
Supercontig_3.8	318360	319221	862	+	XP_012051092.1	small subunit ribosomal protein S8e	CP003827.1	NC_026752.1	2.197869	0.07014671	1400	2.0595972	Neoformans
Supercontig_3.8	333242	334641	1400	-	XP_012050872.1	adenylate cyclase	CP003827.1	NC_026752.1	6.30422	0.01183865	1399	2.0595972	Neoformans
Supercontig_3.8	378018	379417	1400	+	XP_012051105.1	hypothetical protein CNAG_03220	CP003827.1	NC_026752.1	2.401773	0.5527682	1399	2.0595972	Neoformans
Supercontig_3.8	385984	386413	430	-	XP_012051108.1	hypothetical protein CNAG_03224	CP003827.1	NC_026752.1	2.429449	0.02840837	1399	2.0595972	Neoformans
Supercontig_3.8	392333	393371	1039	-	XP_012051111.1	hypothetical protein CNAG_03227	CP003827.1	NC_026752.1	2.293073	0.04083155	1399	2.0595972	Neoformans
Supercontig_3.8	410200	411599	1400	-	XP_012051117.1	THO complex subunit 1	CP003827.1	NC_026752.1	2.198665	0.01844035	1399	2.0595972	Neoformans
Supercontig_3.8	415797	416267	471	-	XP_012050885.1	dioxygenase subfamily protein	CP003827.1	NC_026752.1	2.269796	0.02798853	1399	2.0595972	Neoformans
Supercontig_3.8	416572	417196	625	+	XP_012050886.1	hypothetical protein CNAG_03239	CP003827.1	NC_026752.1	2.269796	0.02798853	1399	2.0595972	Neoformans
Supercontig_3.8	427641	428390	750	+	XP_012051121.1	solute carrier family 25 (peroxisomal adenine nucleotide transporter), member 17	CP003827.1	NC_026752.1	4.183387	0.01091222	1399	2.0595972	Neoformans
Supercontig_3.8	534733	536132	1400	-	XP_012051139.1	pre-mRNA-splicing factor PRP46	CP003827.1	NC_026752.1	2.257342	0.06785604	1399	2.0595972	Neoformans
Supercontig_3.8	536132	536353	222	-	XP_012051139.1	pre-mRNA-splicing factor PRP46	CP003827.1	NC_026752.1	3.673261	0.01655147	1399	2.0595972	Neoformans
Supercontig_3.8	537344	537531	188	+	XP_012050897.1	hypothetical protein CNAG_03272	CP003827.1	NC_026752.1	3.673261	0.01655147	1399	2.0595972	Neoformans
Supercontig_3.8	537531	538843	1313	+	XP_012050897.1	hypothetical protein CNAG_03272	CP003827.1	NC_026752.1	3.688692	0.06056416	1399	2.0595972	Neoformans
Supercontig_3.8	540330	541730	1401	-	XP_012051140.1	transcription initiation factor TFIID subunit 2	CP003827.1	NC_026752.1	2.746628	0.01779718	1400	2.0595972	Neoformans
Supercontig_3.8	568315	569034	720	-	XP_012051149.1	hypothetical protein CNAG_03286	CP003827.1	NC_026752.1	2.517676	0.04295651	1400	2.0595972	Neoformans
Supercontig_3.8	569302	569715	414	+	XP_012051150.1	28 kda golgi snare protein	CP003827.1	NC_026752.1	2.517676	0.04295651	1400	2.0595972	Neoformans
Supercontig_3.8	594900	596290	1391	-	XP_012051157.1	histone acetyltransferase type B subunit 2	CP003827.1	NC_026752.1	3.258755	0.04840484	1399	2.0595972	Neoformans
Supercontig_3.8	635478	636526	1049	+	XP_012050911.1	AP-1 complex subunit mu-1	CP003827.1	NC_026752.1	2.325966	0.01796752	1399	2.0595972	Neoformans
Supercontig_3.8	636864	636877	14	-	XP_012050912.1	hypothetical protein CNAG_03318	CP003827.1	NC_026752.1	2.325966	0.01796752	1399	2.0595972	Neoformans
